1 -2.226955060314904
2 -1.914235015920993
3 -1.872462915198477
4 -1.901382879159992
5 -1.968780796638378
6 -2.063615546145349
7 -2.172980644974754
8 -2.302014111910796
9 -2.437649862520183
10 -2.582208178290197
11 -2.729339241698916
12 -2.867723507173273
13 -3.006894525865002
14 -3.122744244968854
15 -3.224315255004056
16 -3.317066662468136
17 -3.395079425851387
18 -3.45139684345647
19 -3.490322907388472
20 -3.514635680975266
21 -3.529453547096137
22 -3.533299843724388
23 -3.536432752839348
24 -3.539644500762311
25 -3.546074209533135
26 -3.557725516789736
27 -3.578744923188116
28 -3.61030652007829
29 -3.650337812218837
30 -3.697870345765213
31 -3.75277959019264
32 -3.815926442109475
33 -3.884257206055437
34 -3.954517326507989
35 -4.025584055054055
36 -4.094487589619541
37 -4.163794610368948
38 -4.231317951123121
39 -4.294895372292397
40 -4.353518506161307
41 -4.407026563355611
42 -4.455981525144151
43 -4.501029039247848
44 -4.541474833788896
45 -4.576388248599261
46 -4.605805355451833
47 -4.63088762000425
48 -4.653303332949491
49 -4.672764392030484
50 -4.688414708875744
51 -4.69987986316045
52 -4.708285704819333
53 -4.715908445827
54 -4.722383938656452
55 -4.727696753587457
56 -4.730653832565765
57 -4.731381453515311
58 -4.732133850144426
59 -4.733765151707387
60 -4.735583803249225
61 -4.73598750927909
62 -4.734784013447421
63 -4.733294151169029
64 -4.733679486929698
65 -4.734812766072932
66 -4.735081034813486
