-0.000561645 0.762749
0.00190353 -0.1419070
0.00888590 0.64745000
0.01599900 0.32816000
0.02086980 -0.9756100
0.02546230 0.07982260
0.03725790 0.05321510
0.03738130 -0.9933480
0.04669180 0.05321510
0.06570100 -1.1441200
0.06791300 0.09756100
0.08678300 0.07982260
0.08693570 -1.2150800
0.11036800 0.07982260
0.11053100 -1.3037700
0.13395700 0.04434590
0.13413200 -1.4368100
0.17405100 0.04434590
0.17421700 -1.3569800
0.25188200 0.04434590
0.25201800 -1.1086500
0.29210500 -1.0465600
0.31084300 0.05321510
0.33689000 -0.8248340
0.37932800 -0.7006650
0.40282500 0.04434590
0.42413400 -0.6563190
0.49008700 0.06208430
0.49252500 -0.6119730
0.56083900 0.08869180
0.58214000 -0.5498890
0.62687300 0.11529900
0.67168200 0.13303800
0.67175400 -0.4700670
0.71648900 0.17738400
0.71891800 -0.4257210
0.75900600 -0.3725060
0.76129300 0.23946800
0.80616700 -0.2926830
0.82732200 0.31042100
0.85096700 -0.2039910
0.89571500 0.33702900
0.89577200 -0.1507760
0.94293200 -0.0620843
0.99480300 0.07095340
