1 -2.226955060314905
2 -1.915687913353337
3 -1.872727147226018
4 -1.901638501079632
5 -1.968800199116747
6 -2.062788593872968
7 -2.17238610644448
8 -2.301135441001551
9 -2.43716273271504
10 -2.581208523128648
11 -2.728650618669317
12 -2.866637111610098
13 -3.007873425481493
14 -3.124310628344222
15 -3.223136286241443
16 -3.314577916731156
17 -3.393561755516163
18 -3.451724563641453
19 -3.491968192134934
20 -3.517031337466801
21 -3.530711373978867
22 -3.531877518832505
23 -3.533351936949757
24 -3.538007866310694
25 -3.546717028212979
26 -3.560990584156929
27 -3.581526014281236
28 -3.60990894506136
29 -3.649444142425168
30 -3.700192175926454
31 -3.758386668429027
32 -3.82140831020916
33 -3.888444695596987
34 -3.958301226360267
35 -4.029014322010513
36 -4.098618423585896
37 -4.167885554168571
38 -4.235340722832752
39 -4.298937562689722
40 -4.357722260349897
41 -4.411134627477525
42 -4.459319672837182
43 -4.502676584666169
44 -4.542678433015452
45 -4.578271108680799
46 -4.609055395328263
47 -4.634778608486125
48 -4.655518218717432
49 -4.672584345978001
50 -4.687942231411944
51 -4.700905433342284
52 -4.711412881625686
53 -4.719032044335456
54 -4.723688799480071
55 -4.726680914715641
56 -4.72959975797343
57 -4.732426602315978
58 -4.73489815959501
59 -4.735865229890972
60 -4.735263221829411
61 -4.733920411719481
62 -4.733951961094828
63 -4.734740281580651
64 -4.735713354552657
65 -4.735542119036453
66 -4.734026199446983
