1 -2.226955060314905
2 -1.914039369973503
3 -1.872586620545967
4 -1.901663360015721
5 -1.969246842675042
6 -2.066403872763885
7 -2.174801456554964
8 -2.303660987600791
9 -2.441287696106024
10 -2.58117301615898
11 -2.732477746541569
12 -2.869901807054539
13 -3.010446550873707
14 -3.126397581426156
15 -3.229217537013541
16 -3.320078202889299
17 -3.388973470418459
18 -3.442265447871352
19 -3.480115892947584
20 -3.511208418415689
21 -3.52390437879547
22 -3.526077323496021
23 -3.527927491140649
24 -3.530452957507667
25 -3.536308632729801
26 -3.548881027394735
27 -3.570259637037292
28 -3.599684220001904
29 -3.640463529268197
30 -3.687039867086285
31 -3.743489360723726
32 -3.806007197314752
33 -3.872610566855644
34 -3.940443634353468
35 -4.010420950544681
36 -4.081654475485637
37 -4.148466911493188
38 -4.212953036627006
39 -4.276749401344826
40 -4.335245404889816
41 -4.388157208704826
42 -4.436955041779897
43 -4.481472523097108
44 -4.521774609500754
45 -4.55581386540339
46 -4.585993154140152
47 -4.611935536509376
48 -4.634744620745126
49 -4.653559275729885
50 -4.668258825711498
51 -4.680723072135142
52 -4.690257991116934
53 -4.698143937079362
54 -4.70433254896072
55 -4.708437912622383
56 -4.711031825045129
57 -4.713008382905663
58 -4.714030380515212
59 -4.715752527630861
60 -4.715862706847894
61 -4.715474288444076
62 -4.714927023994734
63 -4.715229801785869
64 -4.715436924007734
65 -4.714555588146562
66 -4.713752318232522
